,MINERAL_DEPOSIT_NO,DEPOSIT_NAME,COMMODITY_CODE,COMMODITY_NAME,COMMODITY_CONFIDENCE,SIGNIFICANCE,SITE_NO,EASTING_GDA2020,NORTHING_GDA2020,ZONE_GDA2020,LONGITUDE_GDA2020,LATITUDE_GDA2020,LONGITUDE_GDA94,LATITUDE_GDA94,flag
10125,11018,SANDLETON,CALI,Calcrete,,MAJOR,2016709,348613.89,6185429.78,54,139.3518102,-34.4615885,139.3517998,-34.4615744,0
10270,11142,TOOROOPIE NO.2,CLAY,Clay,,MAJOR,2017847,474622.4,6919974.76,54,140.7422634,-27.8446945,140.7422531,-27.844680600000004,0
9552,10497,DOUGHBOY NO.1,MSLT,Metasiltstone,,MAJOR,2006476,306060.69,6336491.45,54,138.92191830000002,-33.0929165,138.921908,-33.0929024,0
6812,8217,ANDAMOOKA RED,SLAT,Slate,,MAJOR,1015481,716140.73,6604041.47,53,137.2562027,-30.6768224,137.2561928,-30.676808299999998,0
9361,10323,MOUNT RAT,SHA,Shale,,MAJOR,1990574,743000.54,6165301.51,53,137.6506094,-34.6254064,137.6505993,-34.625392299999994,0
349,359,BARTLETTS,Au,Gold,,MAJOR,210479,464129.34,6596673.25,53,134.62518500000002,-30.7623673,134.62517549999998,-30.762353100000002,0
214,230,LINCOLN PLUMBAGO,GRPH,Graphite,,MAJOR,209823,567800.73,6150401.5,53,135.74107969999997,-34.7863304,135.7410699,-34.7863162,0
8133,9271,DEATH ADDER,GRPH,Graphite,,MAJOR,1761431,624430.75,6376121.54,53,136.32816269999998,-32.7457224,136.32815290000002,-32.7457083,0
3797,4987,SPRINGS,SALT,Salt,,MAJOR,478131,730200.55,6050351.54,53,137.54314340000002,-35.6638784,137.5431332,-35.6638643,0
6115,7591,ROCK CAMP,SAND,Sand,,MAJOR,830946,452370.57,5834391.49,54,140.46016369999998,-37.6363766,140.4601529,-37.6363626,0
2939,3949,MONGOLATA 3,Au,Gold,,MAJOR,477092,320563.22,6283397.73,54,139.0666873,-33.5740375,139.066677,-33.5740234,0
4360,5661,GREAT WARRIOR,Au,Gold,,MAJOR,478806,376685.71,6428463.13,54,139.6906132,-32.2737945,139.69060280000002,-32.2737805,0
9206,10193,GEORGE CREEK,U,Uranium,,MAJOR,1984134,340000.74,6725001.48,54,139.3478705,-29.594545500000002,139.3478603,-29.5945315,0
6661,8086,BEVERLEY G1,GRVL,Gravel,,MAJOR,853610,373400.75,6648001.53,54,139.6835504,-30.2931075,139.6835401,-30.2930935,0
1010,951,KALABITY,FELD,Feldspar,,MAJOR,209923,433830.64,6467651.46,54,140.30004019999998,-31.9251105,140.3000298,-31.925096500000002,0
11007,11805,BAY OF PLENTY 3,HMIN,Heavy Minerals,,MAJOR,2099368,309555.81,6536816.54,53,132.99927309999998,-31.2874219,132.9992639,-31.2874077,0
3023,4041,SINCOVICH,SDST,Sandstone,,MAJOR,477184,260450.83,6278041.56,54,138.4180794,-33.6104925,138.4180692,-33.6104784,0
6756,8169,RUDALL,CALI,Calcrete,,MAJOR,939216,620260.72,6263901.5,53,136.2985467,-33.7581544,136.2985368,-33.7581403,0
1598,1857,GOLDEN CROWN NO.2,Au,Gold,,MAJOR,242714,314902.82,6150102.78,54,138.9772572,-34.774471500000004,138.97724680000002,-34.774457399999996,0
10282,11153,CINDYS,SDST,Sandstone,,MAJOR,2017857,338412.08,6726574.62,54,139.3317055,-29.5801485,139.33169530000004,-29.580134499999996,0
862,870,KINGS BLUFF,Au,Gold,,MAJOR,210037,431375.7,6430381.47,54,140.2714092,-32.2611755,140.2713987,-32.2611615,0
5505,7043,WATTLE,LMST,Limestone,,MAJOR,480189,359920.65,6098391.54,54,139.4603181,-35.2477855,139.4603076,-35.2477714,0
2269,3332,DOWSETT,CLAY,Clay,,MAJOR,476474,288705.8,6142937.09,54,138.6893672,-34.8339455,138.6893569,-34.833931400000004,0
7854,9070,FRONTAGE,LMST,Limestone,,MAJOR,1747546,446490.56,5823311.48,54,140.3927087,-37.7359156,140.3926979,-37.7359016,0
304,318,TOD RIVER,CLAY,Clay,,MAJOR,209995,578270.73,6190641.44,53,135.8517957,-34.4227354,135.8517859,-34.422721200000005,0
6367,7824,MONIER,SAND,Sand,,MAJOR,833786,749700.56,6397191.45,53,137.6587215,-32.5345714,137.6587115,-32.5345573,0
4169,5450,ECHERMANN,GRVL,Gravel,,MAJOR,478594,283382.23,6108166.4,54,138.62214719999997,-35.1460995,138.6221369,-35.1460854,0
2216,3292,MOUNT BARR,Cu,Copper,,MAJOR,476434,493610.84,7088781.54,53,134.9359831,-26.320851300000005,134.9359737,-26.320837199999996,0
2452,3461,WAKEFIELD,CLAY,Clay,,MAJOR,1766229,277362.64,6134469.03,54,138.56316830000003,-34.9078195,138.56315800000002,-34.9078054,0
9171,10159,ROSS MCCALLUMS,SDST,Sandstone,,MAJOR,1983661,245855.9,6370211.48,54,138.28667140000002,-32.776672399999995,138.2866612,-32.7766583,0
6993,8380,FLAGSTAFF,SLST,Siltstone,,MAJOR,1096519,297100.69,6282051.47,54,138.8137393,-33.5819655,138.813729,-33.581951399999994,0
5771,7306,WHEAL DEVON,Cu,Copper,,MAJOR,480452,750280.48,6237372.68,53,137.70899939999998,-33.9744174,137.7089893,-33.9744033,0
9321,10289,LAKES NOB,W,Tungsten,,MAJOR,1988142,525460.72,6481631.51,54,141.26897209999998,-31.8006266,141.2689615,-31.800612599999997,0
3918,5170,REDDING,SALT,Salt,,MAJOR,478314,748829.65,6211777.79,53,137.7006284,-34.2053404,137.70061830000003,-34.205326299999996,0
1492,1720,HUTTON VALE,PHOS,Phosphate,,MAJOR,239768,327320.67,6179331.51,54,139.1188532,-34.513209499999995,139.1188428,-34.513195399999994,0
9951,10851,KINGS BLUFF WEST ALLUVIALS,Au,Gold,,MAJOR,2016003,430806.25,6430125.5,54,140.26534519999998,-32.2634495,140.26533469999998,-32.2634355,0
6893,8281,MOUNT COFFIN,Cu,Copper,,MAJOR,1075973,263137.37,6620623.35,54,138.5314475,-30.5233954,138.53143740000002,-30.523381300000004,0
4668,5974,AUREOUS,Au,Gold,,MAJOR,479119,319314.15,6371517.07,54,139.0707283,-32.7794355,139.070718,-32.7794214,0
2538,3550,BAROSSA JUNCTION,Au,Gold,,MAJOR,476693,300663.77,6162222.72,54,138.8246122,-34.6625705,138.8246019,-34.6625564,0
6493,7937,GARWOODS,SAND,Sand,,MAJOR,838055,317100.66,6098001.47,54,138.98980319999998,-35.2443995,138.9897928,-35.2443854,0
330,338,BILLY LIGHTS,SAND,Sand,,MAJOR,210459,581520.74,6154381.53,53,135.8906427,-34.749438399999995,135.8906329,-34.7494242,0
10583,11417,THEAKSTONES,LSND,Lime sand,,MAJOR,2070454,560360.87,6139806.61,53,135.6605277,-34.8823334,135.6605179,-34.882319200000005,0
20,48,DILEMMA,COR,Corundum,,MINOR,209584,255230.95,7079061.55,53,132.5465574,-26.3875922,132.5465483,-26.387578,0
6093,7575,TELFORD,LMST,Limestone,,MAJOR,830909,479270.6,5806641.49,54,140.76425469999998,-37.8874936,140.7642438,-37.887479600000006,0
222,238,NORTONS,MARB,Marble,,MAJOR,209834,594728.73,6201354.49,53,136.0296967,-34.3247584,136.0296869,-34.324744200000005,0
3026,4046,SOD HUT,Cu,Copper,,MAJOR,477189,309080.75,6259891.56,54,138.9379853,-33.7839175,138.937975,-33.7839034,0
3782,4973,GOSSES,CLAY,Clay,,MAJOR,478117,676428.56,6041373.53,53,136.9514235,-35.7558614,136.9514134,-35.7558473,0
6462,7909,ATTIWILL,SAND,Sand,,MINOR,837486,487000.6,5809851.53,54,140.8522217,-37.8587046,140.8522108,-37.8586906,0
7979,9153,PHILLIPS RIDGE,Cu,Copper,,MAJOR,1753897,682320.71,6614381.51,53,136.90152369999998,-30.589219399999998,136.9015139,-30.5892053,0
9898,10799,MOCATOONA SOUTH,Cu,Copper,,MAJOR,2015744,285247.74,6598556.86,54,138.7571375,-30.726526399999997,138.7571274,-30.7265124,0
8407,9484,FLORC 4,REE,Rare Earths,,MAJOR,1780880,364670.68,6269931.55,54,139.5397112,-33.7019665,139.53970080000002,-33.701952500000004,0
7616,8882,BURNSFIELD,SALT,Salt,,MAJOR,1434424,245440.94,6269221.52,54,138.2539324,-33.686471399999995,138.25392219999998,-33.6864573,0
138,154,GERMAN VALLEY,OPAL,Opal,,MAJOR,209715,479029.54,6788973.39,53,134.7846411,-29.027275300000003,134.78463159999998,-29.027261199999998,0
652,630,PRINCESS ROYAL FAR NORTH,Cu,Copper,,MAJOR,210230,314390.7,6263031.54,54,138.99596330000003,-33.756559499999995,138.99595300000001,-33.7565454,0
5303,6750,MICHALANNEYS,SHA,Shale,,MAJOR,479896,307850.73,6223421.55,54,138.9167112,-34.1124005,138.9167009,-34.1123864,0
3096,4144,ALIOOTA,ALU,Alunite,,MINOR,477287,291420.8,6610501.54,54,138.8239855,-30.6199174,138.8239754,-30.6199034,0
788,800,COCKSCOMB HILL,Au,Gold,,MAJOR,210120,390078.48,6398216.05,54,139.82927719999998,-32.5479975,139.8292668,-32.5479835,0
6275,7738,JANE ELIZA,SAND,Sand,,MAJOR,831588,470360.67,6221041.51,54,140.67847700000002,-34.151117600000006,140.67846630000003,-34.1511036,0
2281,3339,ENTERPRISE MOUNT OSMOND,Ag,Silver,,MINOR,476481,286418.72,6129216.5,54,138.66087119999997,-34.9570915,138.66086090000002,-34.957077399999996,1
9555,10500,ARACKAN,MSLT,Metasiltstone,,MAJOR,2006479,338210.71,6371201.51,54,139.2723573,-32.7852255,139.272347,-32.7852115,0
3728,4875,RYELANDS NO.1,SHA,Shale,,MAJOR,478019,298884.78,6207513.37,54,138.81586930000003,-34.254079499999996,138.81585900000002,-34.254065399999995,0
4908,6286,WAUKARINGA WEST,Au,Gold,,MAJOR,479432,349667.39,6425497.18,54,139.40334330000002,-32.2972415,139.403333,-32.297227500000005,0
7269,8555,ABBEVILLE,QTZE,Quartzite,,MAJOR,1166919,264851.62,6299375.93,54,138.4710744,-33.419233500000004,138.4710642,-33.419219399999996,0
6382,7850,MATHEWS,BAR,Barite,,MAJOR,834249,299873.23,6533180.42,54,138.8968804,-31.318583500000003,138.8968702,-31.318569500000002,0
10051,10945,WATKE IDNA,MSLT,Metasiltstone,,MAJOR,2016569,290869.48,6357312.16,54,138.76398730000003,-32.9024305,138.7639771,-32.9024164,0
7019,8398,MUCKANIPPIE,ILM,Ilmenite,,MAJOR,1106957,411980.77,6662481.46,53,134.08588410000002,-30.1658733,134.0858747,-30.165859100000002,0
9724,10646,STARKEY,KAO,Kaolin,,MAJOR,2009544,319030.09,6158902.26,54,139.0242252,-34.695907500000004,139.0242148,-34.6958934,0
10320,11190,ADAMS CREEK,SDST,Sandstone,,MAJOR,2018156,290937.88,6154878.62,54,138.71672719999998,-34.7268065,138.7167169,-34.7267924,0
3249,4325,MOUNT HUTTON SOUTH,MAGS,Magnesite,,MAJOR,477468,239720.89,6625131.53,54,138.2887515,-30.477909399999998,138.28874150000001,-30.477895299999997,0
2514,3513,STANS HILL,OPAL,Opal,,MAJOR,476656,708090.74,6630591.51,53,137.1668957,-30.4388434,137.1668858,-30.438829300000002,0
7386,8662,WOOD POINT,LMST,Limestone,,MAJOR,1220526,354046.38,6100273.2,54,139.3961071,-35.2299865,139.3960966,-35.2299724,0
592,579,MORISHS ADIT,Pb,Lead,,MAJOR,210265,225465.95,6589250.54,54,138.1308785,-30.798113399999995,138.13086850000002,-30.7980993,0
9747,10663,THE PINNACLES,Ag,Silver,,MINOR,2010441,530930.67,6453651.5,54,141.327651,-32.0529206,141.3276404,-32.0529067,1
3006,4023,SALTERS,Au,Gold,,MAJOR,477166,320728.74,6283624.46,54,139.06851530000003,-33.572021500000005,139.06850500000002,-33.5720074,0
4128,5405,A.J. BARTSCH NO.1,SDST,Sandstone,,MAJOR,478549,281670.71,6113971.47,54,138.6049062,-35.0934295,138.6048959,-35.0934154,0
4664,5969,COPPER CLAIM,Cu,Copper,,MAJOR,479114,263513.52,6398314.51,54,138.48213940000002,-32.527345399999994,138.4821292,-32.5273313,0
10321,11191,TARBOR,SDST,Sandstone,,MAJOR,2018157,304676.88,6137354.21,54,138.86260719999999,-34.8874465,138.8625968,-34.887432399999994,0
893,885,PIMPONDA,Cu,Copper,,MAJOR,210015,430427.72,6449682.45,54,140.26274919999997,-32.0870065,140.2627388,-32.0869925,0
5825,7354,MYPONGA RUTILE,RT,Rutile,,MAJOR,480500,276880.75,6080171.49,54,138.54322919999998,-35.3968775,138.5432189,-35.396863399999994,0
7218,8522,GRIFFITHS,BAS,Basalt,,MAJOR,1137121,480970.55,5812161.51,54,140.78373269999997,-37.8377786,140.78372180000002,-37.8377646,0
8968,9989,CHAMBERS HILL,CALI,Calcrete,,MAJOR,1904223,362080.64,6137471.48,54,139.4905541,-34.8958115,139.4905436,-34.8957974,0
2900,3898,HEINRICHS CLAIM,Ag,Silver,,MAJOR,477041,325463.69,6262962.86,54,139.11544719999998,-33.7590615,139.1154368,-33.7590474,1
6663,8087,BEVERLEY G3,GRVL,Gravel,,MAJOR,853611,352200.73,6639961.47,54,139.4620294,-30.363233500000003,139.4620192,-30.3632195,0
10521,11366,MORRIS,PHOS,Phosphate,,MAJOR,2059020,265095.79,6522976.48,54,138.5292675,-31.4040604,138.5292574,-31.404046299999997,0
5547,7085,COWELL JADE 2,JADE,Jade,,MAJOR,480231,680450.71,6294391.45,53,136.9420146,-33.4747644,136.9420046,-33.474750300000004,0
6725,8142,DUMP CALCRETE,CALI,Calcrete,,MAJOR,889613,320100.71,6241471.49,54,139.0531772,-33.951885499999996,139.0531668,-33.951871399999995,0
7121,8462,JACK DAM,Cu,Copper,,MAJOR,1130728,459972.92,6532079.77,54,140.57919819999998,-31.3450555,140.57918769999998,-31.345041499999997,0
9996,10895,BAROOTA CREEK NO.2,SAND,Sand,,MAJOR,2016429,220074.42,6345544.17,54,138.0042554,-32.992619399999995,138.0042453,-32.9926053,0
10026,10922,MOUNT JOSEPHINE,Co,Cobalt,,MAJOR,2016517,325322.26,6519879.31,54,139.16186240000002,-31.442635499999998,139.1618522,-31.4426215,0
7495,8765,FITTON TALC 28,TALC,Talc,,MAJOR,1366625,356840.68,6683601.5,54,139.5162074,-29.970101500000002,139.5161972,-29.9700875,0
6140,7613,ZIGGY,CALI,Calcrete,,MAJOR,831014,400000.66,6213031.55,54,139.9143751,-34.2189725,139.9143646,-34.2189585,0
6949,8330,STONEFIELD,Fe,Iron,,MAJOR,1081601,343291.67,6198061.47,54,139.2961982,-34.3469275,139.2961878,-34.3469134,0
6746,8159,KOONGAWA GREY,GRNT,Granite,,MAJOR,937810,582909.67,6329518.29,53,135.88922780000001,-33.1699664,135.889218,-33.1699522,0
8874,9904,INKERMAN BALAKLAVA,COAL,Coal,,MAJOR,1865217,247160.88,6208891.47,54,138.2550553,-34.2303755,138.2550451,-34.2303614,0
7544,8816,KALYAN,SAND,Sand,,MAJOR,1401306,393722.4,6133755.64,54,139.836309,-34.933119500000004,139.8362985,-34.933105499999996,0
3725,4870,NAIN,QTZE,Quartzite,,MAJOR,478014,307540.33,6185889.92,54,138.90496819999998,-34.4505965,138.90495790000003,-34.450582399999995,0
6529,7966,TILSHEAD,SHA,Shale,,MAJOR,838186,301946.58,6170727.78,54,138.84059019999998,-34.5861755,138.84057980000003,-34.5861614,0
2638,3622,LADY ALICE,Au,Gold,,MAJOR,476765,300661.72,6158263.46,54,138.8236562,-34.6982485,138.8236459,-34.6982344,0
5331,6786,BLUE DUCK,Au,Gold,,MAJOR,479932,455730.77,6602895.55,53,134.537698,-30.705938300000003,134.5376885,-30.705924100000004,0
4771,6101,LADY MARGO,Ag,Silver,,MINOR,479246,223521.02,6453221.54,54,138.0727305,-32.0234174,138.0727204,-32.0234033,1
6602,8033,KUCHELS,SDST,Sandstone,,MAJOR,846361,304360.71,6104981.55,54,138.8515252,-35.1790975,138.85151480000002,-35.179083399999996,0
2141,3189,MOUNT ROEBUCK K,Cu,Copper,,MAJOR,424990,315380.76,6586661.53,54,139.06954040000002,-30.838859499999998,139.0695302,-30.8388455,0
8001,9168,YANTANBIE,Mo,Molybdenum,,MAJOR,1754376,464440.73,6402171.5,53,134.62139399999998,-32.5171963,134.6213845,-32.5171821,0
4487,5816,GOLDEN EARL,Au,Gold,,MAJOR,478961,305200.66,6135211.53,54,138.8678362,-34.9068555,138.86782580000002,-34.9068414,0
4211,5491,KANGARILLA,Ag,Silver,,MINOR,478635,288427.94,6108393.94,54,138.67755219999998,-35.1451235,138.6775419,-35.145109399999996,1
10757,11581,WEST TOOLABY,Ag,Silver,,MINOR,2087769,356013.94,6474771.74,54,139.4781093,-31.8536935,139.478099,-31.8536795,1
2321,3363,MCDONNELL,CLAY,Clay,,MAJOR,476505,277320.82,6134181.53,54,138.5626343,-34.9104005,138.562624,-34.9103864,0
6144,7617,JOHNSONS RENMARK,SAND,Sand,,MAJOR,831033,469440.66,6220531.51,54,140.668479,-34.1556906,140.66846830000003,-34.1556766,0
10807,11623,CPB TRANSECT 15,SAND,Sand,,MAJOR,2090207,266562.52,6102632.56,54,138.4361073,-35.1921865,138.436097,-35.1921724,0
5559,7096,COWELL JADE 3,JADE,Jade,,MAJOR,480242,680380.71,6294331.53,53,136.94127360000002,-33.4753164,136.94126359999998,-33.475302299999996,0
2525,3526,YARLOO EXTENTION,OPAL,Opal,,MAJOR,476669,711180.68,6627641.51,53,137.1996497,-30.4649064,137.1996398,-30.464892300000002,0
6440,7891,BIRD,LMST,Limestone,,MAJOR,836525,455150.54,5827101.5,54,140.4912227,-37.7022216,140.4912118,-37.7022076,0
3422,4536,PORT PARHAM,SGRT,Shell grit,,MAJOR,831161,248580.85,6186731.53,54,138.26397830000002,-34.4303395,138.2639681,-34.430325399999994,0
10784,11606,SECTUS TANKS,GYPS,Gypsum,,MAJOR,2090105,653033.1,6331303.54,53,136.6408136,-33.1462294,136.64080369999996,-33.1462153,0
3569,4676,ECHUNGA SOUTH,Au,Gold,,MAJOR,477820,297002.13,6115199.61,54,138.7732772,-35.0855685,138.77326680000002,-35.0855544,0
8457,9532,CLARE GOLDFIELD,Au,Gold,,MAJOR,1803882,278370.78,6255051.48,54,138.6053243,-33.821546500000004,138.605314,-33.821532399999995,0
6622,8052,OLD WALLAROO,CALI,Calcrete,,MAJOR,846409,739600.57,6232101.54,53,137.59495249999998,-34.0243984,137.5949424,-34.0243843,0
9841,10745,WERRINA,GYPS,Gypsum,,MAJOR,2015549,635695.73,6240091.18,53,136.4688376,-33.9709664,136.46882769999996,-33.9709523,0
1239,1477,STRATHALBYN SOUTH,Pb,Lead,,MAJOR,239429,310092.44,6098199.6,54,138.9128682,-35.2413105,138.9128578,-35.241296399999996,0
10429,11285,COWARIE,REE,Rare Earths,,MAJOR,2047019,232310.91,6943261.55,54,138.28776969999998,-27.608190399999998,138.28775980000003,-27.608176399999998,0
6151,7622,ARIVERUNS,SAND,Sand,,MAJOR,831044,471498.4,6216824.5,54,140.69068000000001,-34.18918060000001,140.69066940000002,-34.1891666,0
6441,7892,KALLORA NO.2,CALI,Calcrete,,MAJOR,836702,242200.87,6211801.53,54,138.2021303,-34.2029454,138.2021201,-34.202931299999996,0
9415,10371,ANDERSONS BORE,DIA,Diamond,,MAJOR,1997061,225460.98,6469391.48,54,138.0978355,-31.878194399999995,138.0978254,-31.8781803,0
10306,11177,CALLAMURRA,SLST,Siltstone,,MAJOR,2017931,489589.59,6931953.11,54,140.8943754,-27.736759499999998,140.8943651,-27.7367456,0
5116,6506,ARTIPENA,Cu,Copper,,MAJOR,479652,327290.67,6506601.53,54,139.1802484,-31.562669500000002,139.1802382,-31.562655499999998,0
9670,10602,HALF MOON LAKE,U,Uranium,,MAJOR,2007903,364100.83,6679101.58,53,133.5908632,-30.011525300000002,133.5908539,-30.011511100000003,0
4725,6044,MCGEES SPRINGS,Ag,Silver,,MAJOR,479189,273778.56,6391715.71,54,138.5897554,-32.5889605,138.58974519999998,-32.5889464,1
1145,1040,YARRAMBA,U3O8,Uranium Oxide,,MINOR,209552,466190.72,6501891.45,54,140.6435332,-31.617623499999997,140.6435227,-31.617609499999997,0
6624,8054,RANDALLS,GRNT,Granite,,MAJOR,846425,716000.61,6335851.54,53,137.3144635,-33.0945204,137.31445349999998,-33.0945063,0
4073,5339,WHITE HILL,CALI,Calcrete,,MINOR,478483,338177.11,6109668.62,54,139.2236341,-35.142871500000005,139.2236236,-35.1428574,0
7068,8435,BLACK HILLS,Au,Gold,,MINOR,1123301,512000.8,6742001.47,53,135.123753,-29.4513423,135.12374350000002,-29.4513282,0
5196,6596,SWAN,SAND,Sand,,MAJOR,479742,478370.62,5833681.47,54,140.7548257,-37.643756599999996,140.7548148,-37.6437426,0
4874,6248,WARD,Cu,Copper,,MAJOR,479393,303038.82,6368689.18,54,138.8964453,-32.8021315,138.896435,-32.8021174,0
3484,4595,HAYMANS,Au,Gold,,MAJOR,477739,297900.71,6116421.47,54,138.78342519999998,-35.0747395,138.7834148,-35.0747254,0
2594,3594,GEUE,SIS,Silica sand,,MAJOR,476737,301600.69,6169101.45,54,138.83644119999997,-34.600764500000004,138.83643080000002,-34.600750399999995,0
1552,1775,ELBOW,BAR,Barite,?,MAJOR,240991,287087.72,6127828.92,54,138.6678382,-34.969734499999994,138.66782790000002,-34.9697204,0
2367,3405,MOUNT LOFTY PARK,Ag,Silver,,MINOR,476547,291629.3,6125660.84,54,138.71700719999998,-34.9902145,138.7169969,-34.9902004,1
10995,11793,AXEHEAD,Fe,Iron,,MAJOR,2097738,526820.78,6742981.52,53,135.27655239999999,-29.4422673,135.27654280000002,-29.4422532,0
301,316,YEELANNA,QTZE,Quartzite,,MAJOR,209972,572247.13,6221408.64,53,135.7836687,-34.145726399999994,135.7836589,-34.145712200000006,0
10234,11110,FIVE MILE WELL,GRVL,Gravel,,MINOR,2017216,746928.7,6391744.54,53,137.63066750000002,-32.58427639999999,137.63065749999998,-32.5842623,0
7655,8916,SAFFRON,U,Uranium,,MAJOR,1599454,485000.65,6488701.53,54,140.8416521,-31.7370256,140.8416416,-31.737011600000002,0
9145,10135,BLACK HILL TILLETT,NORT,Norite,,MAJOR,1983538,356610.63,6162061.52,54,139.4349011,-34.6733895,139.4348906,-34.6733754,0
9155,10143,READ CREEK,MAGS,Magnesite,,MAJOR,1983577,316850.7,6252171.46,54,139.0202562,-33.8548785,139.0202459,-33.8548644,0
6271,7734,HEINTZE,SAND,Sand,,MAJOR,831563,314410.66,6185831.5,54,138.9797012,-34.4523815,138.97969080000001,-34.4523674,0
4100,5372,LACEPEDE DC,LMST,Limestone,,MAJOR,1842852,397510.62,5922081.46,54,139.8505259,-36.8416115,139.8505152,-36.8415974,0
5381,6841,WARRIGAL NORTH,Au,Gold,,MAJOR,479987,456114.76,6603014.49,53,134.541713,-30.7048793,134.54170349999998,-30.704865100000003,0
4005,5270,FINNISS RIVER,SDST,Sandstone,,MAJOR,478414,300970.73,6082001.51,54,138.80874719999997,-35.3854915,138.8087368,-35.3854774,0
3477,4590,HAHNDORF,Ag,Silver,,MINOR,477734,299930.75,6119811.52,54,138.80649319999998,-35.044597499999995,138.80648280000003,-35.0445834,1
4152,5429,CHRISTIES NOARLUNGA,SHA,Shale,,MINOR,478573,272110.76,6099411.54,54,138.4961012,-35.222477500000004,138.49609089999998,-35.222463399999995,0
6052,7542,WESTON,SAND,Sand,,MAJOR,830833,490530.59,5882331.49,54,140.89328569999998,-37.205442600000005,140.8932748,-37.205428600000005,0
8355,9441,BURFORD HILL,CLAY,Clay,,MAJOR,1770266,310317.07,6140866.24,54,138.9250862,-34.856866499999995,138.9250758,-34.8568524,0
7382,8658,WILSON,SAND,Sand,,MAJOR,1211352,320730.63,6094341.45,54,139.02887919999998,-35.2780385,139.0288688,-35.2780244,0
8563,9636,TABITA,U,Uranium,,MAJOR,1811959,442325.29,6471224.87,54,140.3901072,-31.8933365,140.3900967,-31.893322499999996,0
7387,8663,WESTBROOK,LMST,Limestone,,MAJOR,1220527,354824.62,6101694.72,54,139.4049071,-35.2172865,139.4048966,-35.2172724,0
9334,10298,WOOLACOOLA,QTZE,Quartzite,,MAJOR,1988153,242140.92,6271411.5,54,138.21900540000001,-33.665946399999996,138.2189952,-33.665932299999994,0
9447,10399,GLENGYLE,SAND,Sand,,MAJOR,1997201,491760.58,6009551.53,54,140.9085128,-36.0585686,140.908502,-36.0585546,0
9365,10325,KATINKA,Mo,Molybdenum,,MINOR,1990720,755580.51,6276371.48,53,137.7550205,-33.6218124,137.7550104,-33.621798299999995,0
2037,3107,PIONEER,Au,Gold,,MAJOR,374546,499674.87,6585247.34,53,134.996599,-30.8660103,134.9965894,-30.8659961,0
6405,7866,BEVERLEY G4,CLAY,Clay,,MINOR,834543,352650.67,6596431.47,54,139.4605224,-30.755954499999998,139.46051210000002,-30.7559405,0
5576,7108,COWELL JADE 40,JADE,Jade,,MAJOR,480254,680020.72,6292741.49,53,136.9377206,-33.4897104,136.9377106,-33.4896963,0
1718,2051,CLARET,Cu,Copper,,MAJOR,266865,343750.72,6643691.53,54,139.3746854,-30.3285225,139.37467519999998,-30.3285085,0
5093,6487,YULUNA CREEK,BAR,Barite,,MAJOR,479633,271270.81,6536971.52,54,138.5973775,-31.279133399999996,138.59736740000002,-31.2791193,0
2274,3335,DYNONS,QTZE,Quartzite,,MAJOR,476477,283531.88,6126373.81,54,138.62854019999997,-34.982090500000005,138.62852990000002,-34.9820764,0
9186,10177,CHANNEL CREEK,GRVL,Gravel,,MINOR,1983756,279800.77,6290141.54,54,138.6294573,-33.5056265,138.629447,-33.505612400000004,0
7636,8898,YADGLIN,U,Uranium,,MAJOR,1497986,368590.69,6672051.46,54,139.6365364,-30.075621500000004,139.6365262,-30.0756075,0
